customer_id,age,gender,registration_date,purchase_frequency,avg_order_value,total_spending,last_purchase_date,product_category,num_orders,customer_lifetime_days,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rfm_combined,segment,customer_lifetime,avg_days_between_purchases,spending_velocity,avg_spending_per_purchase,recency_months,frequency_per_month,category_Beauty,category_Clothing,category_Electronics,category_Home,category_Sports,gender_Female,gender_Male,gender_Other
CUST_00020,0.9285714285714286,Male,2020-02-28,4,0.27434571182837497,12077.801641279164,2021-10-06,Clothing,0.6148648648648649,912,0.5687369155617585,0.0625,0.8052784095678386,1,1,5,115,7,Lost,0.41325811001410434,0.16530324400564175,0.0014368792140991593,0.32390797930891985,0.5687369155617585,0.00014901691296574814,False,True,False,False,False,False,True,False
CUST_00023,0.7678571428571428,Female,2022-07-12,4,0.8627619727939041,12679.577845521524,2023-09-04,Beauty,0.033783783783783786,1071,0.08164689462665735,0.0625,0.845484571665629,5,1,5,515,11,Potential Loyalists,0.2954866008462623,0.11819464033850494,0.0021095925119439343,0.34005436431058067,0.08164689462665735,0.0002151034018750338,True,False,False,False,False,True,False,False
CUST_00024,0.5178571428571428,Other,2020-05-02,25,0.8100325869159344,14826.484036107706,2022-11-27,Home,0.49324324324324326,664,0.27773900907187715,0.49999999999999994,0.9889247038924154,3,3,5,335,11,Potential Loyalists,0.6622002820874471,0.050938483237495925,0.0011008293213385701,0.0763483324557724,0.27773900907187715,0.000631499221391723,False,False,False,True,False,False,False,True
CUST_00028,0.5714285714285714,Male,2021-03-14,42,0.9777080231819282,4564.95539341217,2023-07-05,Electronics,0.35810810810810817,347,0.1242149337055129,0.8541666666666666,0.30332650132012773,4,5,2,452,11,Need Attention,0.5944992947813822,0.027651129989831734,0.00037562698607491324,0.01408816381868935,0.1242149337055129,0.001196564750865093,False,False,True,False,False,False,True,False
CUST_00031,0.7678571428571428,Other,2020-04-27,43,0.42868918709228393,3023.7684791633446,2022-04-27,Sports,0.6013513513513513,543,0.42707606420097693,0.8749999999999999,0.200355977626363,2,5,1,251,8,At Risk,0.5148095909732017,0.02340043595332735,0.00028660598573576797,0.00906539545713087,0.42707606420097693,0.001417556262423839,False,False,False,False,True,False,False,True
CUST_00032,0.4285714285714286,Male,2022-06-23,36,0.824444459677913,10672.626976400814,2023-04-23,Clothing,0.060810810810810814,1237,0.1751570132588974,0.7291666666666666,0.7113952019010666,4,4,4,444,12,Champions,0.2143864598025388,0.011588457286623718,0.002445651683844275,0.03854315343059394,0.17515701325889743,0.0028617093160673095,False,True,False,False,False,False,True,False
CUST_00036,0.4821428571428571,Other,2023-01-06,32,0.8358424776699228,4850.6172704350965,2023-05-11,Clothing,0.9324324324324325,1170,0.162595952547104,0.6458333333333333,0.32241228047153664,4,4,2,442,10,Need Attention,0.08815232722143865,0.005342565286147797,0.0026908864651259893,0.01956530619481489,0.162595952547104,0.006177265502096194,False,True,False,False,False,False,False,True
CUST_00037,0.2678571428571429,Other,2022-08-09,27,0.01803319879672352,7596.9532528046575,2023-12-02,Beauty,0.9391891891891893,12,0.019539427773900907,0.5416666666666666,0.5059018051548265,5,3,3,533,11,Loyal Customers,0.3385049365303244,0.024178924037880314,0.0011023145699717185,0.036245111262235084,0.019539427773900907,0.0013519338350030364,True,False,False,False,False,False,False,True
CUST_00038,0.25,Male,2020-03-15,42,0.8024085002490686,11262.713616028836,2023-05-18,Home,0.9527027027027027,229,0.15771109560362875,0.8541666666666666,0.7508203551679605,4,5,4,454,13,Champions,0.8173483779971791,0.038016203627775774,0.0006765441589345185,0.034984555886970234,0.15771109560362875,0.0008659215890353151,False,False,False,True,False,False,True,False
CUST_00040,0.8928571428571428,Other,2020-01-21,23,0.03190514556949415,493.3339926673986,2022-06-16,Clothing,0.3986486486486487,965,0.3921842288904396,0.4583333333333333,0.031291367851728986,2,3,1,231,6,At Risk,0.6184767277856136,0.05153972731546779,3.6483257198662544e-05,0.002603577235205305,0.3921842288904396,0.0006217467389178964,False,True,False,False,False,False,False,True
CUST_00043,0.9107142857142856,Male,2023-05-19,25,0.08763838177762238,13343.383235686522,2023-06-16,Clothing,0.43243243243243246,839,0.1374738311235171,0.49999999999999994,0.8898350576606056,4,3,5,435,12,Loyal Customers,0.019746121297602257,0.0015189324075078657,0.03219257003588507,0.06869575703019386,0.1374738311235171,0.021009245111020754,False,True,False,False,False,False,True,False
CUST_00044,1.0,Female,2021-07-13,3,0.47934305101613284,13705.848197739546,2021-12-27,Beauty,0.2567567567567568,164,0.5115143056524774,0.04166666666666667,0.9140522415843555,2,1,5,215,8,Lost,0.11777150916784203,0.058885754583921014,0.005705674008998445,0.4595265720177207,0.5115143056524774,0.00041835892801893695,True,False,False,False,False,True,False,False
CUST_00051,0.6785714285714286,Female,2022-12-28,29,0.14669559081884956,8747.37407647046,2023-01-05,Clothing,0.9594594594594594,995,0.25052337752965803,0.5833333333333333,0.5827642762710031,3,3,3,333,9,Need Attention,0.005641748942172073,0.00037611659614480487,0.06800533789096223,0.03896302945396533,0.25052337752965803,0.07857494814763887,False,True,False,False,False,True,False,False
CUST_00054,0.4285714285714286,Female,2021-06-04,16,0.5016424046779019,14699.176414564845,2023-11-20,Home,0.4662162162162163,50,0.027913468248429867,0.3125,0.9804189656595773,5,2,5,525,12,Potential Loyalists,0.6339915373765868,0.07458723969136315,0.0011399832010455158,0.11584495671364095,0.027913468248429867,0.00041642316110328075,False,False,False,True,False,True,False,False
CUST_00059,0.9285714285714286,Other,2020-08-30,44,0.925174948191062,12163.085596864796,2020-10-13,Beauty,0.9054054054054054,907,0.8185624563852059,0.8958333333333333,0.8109764423555154,1,5,5,155,11,At Risk,0.031029619181946404,0.0013790941858642844,0.018910024638218444,0.0361070689704315,0.8185624563852059,0.02383145977288093,True,False,False,False,False,False,False,True
CUST_00060,0.01785714285714285,Male,2022-01-22,16,0.8480117683053042,8796.667338881527,2022-07-05,Electronics,0.41891891891891897,1372,0.3789253314724354,0.3125,0.5860576815018124,2,2,3,223,7,Lost,0.1156558533145275,0.013606570978179706,0.0037276075776571404,0.06926511165031449,0.3789253314724354,0.0023479665853071608,False,False,True,False,False,False,True,False
CUST_00063,0.8214285714285714,Female,2021-07-08,2,0.0270121851639824,3580.114016676528,2023-03-01,Sports,0.5472972972972973,920,0.212142358688067,0.020833333333333332,0.23752680409963559,4,1,2,412,7,Need Attention,0.423836389280677,0.2825575928537847,0.0004132943364776239,0.15994391901592891,0.21214235868806697,6.384347544236162e-05,False,False,False,False,True,True,False,False
CUST_00065,0.7678571428571428,Male,2020-08-13,39,0.7104567334020732,2246.4307288574005,2022-01-07,Beauty,0.02027027027027027,42,0.5038381018841591,0.7916666666666666,0.14842011280950604,2,4,1,241,7,At Risk,0.3610719322990127,0.018053596614950634,0.0003035760139059522,0.007380228622705133,0.5038381018841591,0.0018370723122564565,True,False,False,False,False,False,True,False
CUST_00067,0.8214285714285714,Female,2021-12-18,1,0.3533727053006936,964.7729498566812,2022-09-23,Beauty,0.6283783783783784,135,0.3230983949755757,0.0,0.06278937491538435,3,1,1,311,5,Need Attention,0.19675599435825106,0.19675599435825106,0.00023826463424899685,0.06456099042068232,0.3230983949755757,6.99208832008172e-05,True,False,False,False,False,True,False,False
CUST_00068,0.6071428571428571,Male,2020-03-07,5,0.8088416870078327,14138.6489494959,2023-12-06,Beauty,0.7162162162162162,786,0.01674808094905792,0.08333333333333333,0.9429687342247879,5,1,5,515,11,Potential Loyalists,0.965444287729196,0.3218147625763987,0.0007192934203838589,0.31597682906530644,0.01674808094905792,7.182839074544193e-05,True,False,False,False,False,False,True,False
CUST_00069,0.2321428571428571,Male,2021-01-30,42,0.23577981061957767,14768.37113783299,2023-01-18,Sports,0.6081081081081081,1283,0.24145150034891835,0.8541666666666666,0.98504203689506,3,5,5,355,13,Potential Loyalists,0.5063469675599436,0.02355102174697412,0.001434408024268925,0.045921886199278554,0.24145150034891835,0.0014075788987908241,False,False,False,False,True,False,True,False
CUST_00075,0.01785714285714285,Other,2022-07-13,16,0.5392966349330087,9326.50110376473,2023-11-16,Home,0.9391891891891893,635,0.030704815073272853,0.3125,0.6214571906309523,5,2,4,524,11,Potential Loyalists,0.346262341325811,0.040736746038330704,0.001323582353253312,0.07344631228230528,0.030704815073272853,0.0007760036691432267,False,False,False,True,False,False,False,True
CUST_00077,0.9464285714285714,Other,2020-08-09,22,0.15920111211515645,10659.598685933926,2022-01-08,Sports,0.6148648648648649,1103,0.5031402651779484,0.4375,0.7105247494726123,2,3,4,234,9,At Risk,0.36459802538787023,0.03170417612068437,0.0014370824528479199,0.06202199809326393,0.5031402651779484,0.0010187082619961027,False,False,False,False,True,False,False,True
CUST_00079,0.0535714285714286,Male,2021-10-15,16,0.6729382199689316,2079.650450859884,2023-08-24,Beauty,0.4864864864864865,1272,0.08932309839497557,0.3125,0.13727710840918236,5,2,1,521,8,Need Attention,0.4781382228490832,0.05625155562930391,0.00021147896924576698,0.016257551319613185,0.08932309839497557,0.000557554538706588,True,False,False,False,False,False,True,False
CUST_00080,0.9464285714285714,Other,2021-03-03,15,0.9248625665847657,283.9476408911154,2021-05-22,Beauty,0.060810810810810814,1211,0.6643405443126308,0.2916666666666667,0.01730174589387622,1,2,1,121,4,Lost,0.05641748942172073,0.007052186177715091,0.00024245658510333636,0.002226752249878186,0.6643405443126308,0.004499600841860803,True,False,False,False,False,False,False,True
CUST_00085,0.5892857142857143,Male,2021-01-05,17,0.10204843069638508,13892.120338781666,2021-06-07,Electronics,0.5945945945945946,1203,0.6531751570132589,0.3333333333333333,0.9264975457426863,1,2,5,125,8,Lost,0.1078984485190409,0.011988716502115656,0.006309264796334093,0.10338548452213409,0.6531751570132589,0.002675287172863576,False,False,True,False,False,False,True,False
CUST_00090,0.8392857142857142,Other,2022-05-05,22,0.7035610820909737,6342.588199298444,2023-05-19,Home,0.8986486486486487,1346,0.15701325889741802,0.4375,0.42209456200440976,4,3,3,433,10,Loyal Customers,0.26727785613540195,0.02324155270742626,0.0011650754873040788,0.036841427612357175,0.15701325889741802,0.0013949023957328778,False,False,False,True,False,False,False,True
CUST_00091,0.25,Female,2020-08-16,26,0.299091918200678,11290.112715672438,2023-06-03,Electronics,0.8040540540540541,389,0.1465457083042568,0.5208333333333333,0.7526509570326373,4,3,4,434,11,Loyal Customers,0.7200282087447109,0.05333542286997858,0.0007701559281637672,0.05594358960652173,0.1465457083042568,0.0006033174792066375,False,False,True,False,False,True,False,False
CUST_00092,0.125,Male,2020-10-06,12,0.7586329815907933,11126.770481623153,2022-10-27,Electronics,0.47972972972972977,786,0.2993719469644103,0.22916666666666666,0.7417376568833415,3,2,4,324,9,Potential Loyalists,0.5296191819464033,0.08147987414560051,0.0010324931511115779,0.11467082092645017,0.29937194696441033,0.0003720240816335487,False,False,True,False,False,False,True,False
CUST_00097,0.3571428571428571,Female,2022-01-27,38,0.9082466598849176,14500.006700193258,2023-01-03,Electronics,0.9864864864864865,409,0.2519190509420795,0.7708333333333333,0.9671119426092449,3,4,5,345,12,Potential Loyalists,0.2404795486600846,0.012332284546671004,0.002963828517686671,0.04972447964134819,0.2519190509420795,0.0026928850539149965,False,False,True,False,False,True,False,False
CUST_00100,0.3035714285714286,Other,2020-09-30,2,0.5618641684499971,2137.5334758279137,2023-03-20,Beauty,0.22297297297297297,1176,0.1988834612700628,0.020833333333333332,0.14114441700026412,4,1,1,411,6,Need Attention,0.6354019746121298,0.42360131640808646,0.00016298521277641957,0.09543361146238932,0.19888346127006282,3.689266498357857e-05,True,False,False,False,False,False,False,True
CUST_00109,0.25,Other,2022-01-15,26,0.9614147126026407,1173.943077343341,2023-03-28,Electronics,0.6148648648648649,651,0.19330076762037682,0.5208333333333333,0.0767645503916767,4,3,1,431,8,Need Attention,0.3081805359661495,0.02282818784934441,0.00018470910159832114,0.005678942626627112,0.19330076762037685,0.0014306589554871044,False,False,True,False,False,False,False,True
CUST_00111,0.0,Female,2020-04-25,41,0.3512805598507437,13792.931313600606,2023-08-25,Clothing,0.29054054054054057,1364,0.08862526168876482,0.8333333333333333,0.919870480736398,5,5,5,555,15,Champions,0.8582510578279267,0.040869097991806026,0.0007895500501096976,0.04390319097787945,0.08862526168876482,0.000803843546567719,False,True,False,False,False,True,False,False
CUST_00114,0.14285714285714285,Other,2021-01-13,37,0.9296432900266661,14825.565235954484,2021-01-18,Beauty,0.22972972972972977,505,0.7508722958827634,0.7499999999999999,0.9888633165732833,1,4,5,145,10,At Risk,0.0035260930888575456,0.0001855838467819761,0.17289355262178716,0.05218643251370139,0.7508722958827634,0.15039190071848468,True,False,False,False,False,False,False,True
CUST_00118,0.125,Other,2021-09-09,13,0.3943681274587747,8490.984524345866,2022-09-14,Home,0.12162162162162164,1331,0.3293789253314724,0.24999999999999997,0.5656342538137681,3,2,3,323,8,Need Attention,0.2609308885754584,0.037275841225065484,0.00159860466271073,0.08121142373223944,0.3293789253314724,0.0008374707272105433,False,False,False,True,False,False,False,True
CUST_00119,0.4107142857142857,Male,2020-04-27,40,0.9868107527260666,6596.868041832406,2020-10-26,Home,0.8378378378378378,347,0.8094905792044661,0.8124999999999999,0.43908362952660046,1,4,3,143,8,At Risk,0.12834978843441466,0.006260965289483643,0.0025195591598805643,0.02143152679277545,0.8094905792044662,0.005314103861016699,False,False,False,True,False,False,True,False
CUST_00121,0.8928571428571428,Male,2020-11-04,28,0.30570212981777867,6975.703136218153,2023-12-30,Home,0.5540540540540541,182,0.0,0.5624999999999999,0.46439454262988883,5,3,3,533,11,Loyal Customers,0.811706629055007,0.05597976752103497,0.00042086985605015734,0.03211601959161956,0.0,0.0005756399899160049,False,False,False,True,False,False,True,False
CUST_00122,0.2857142857142857,Male,2020-04-09,18,0.365386697845142,2482.701591525402,2023-10-24,Beauty,0.02702702702702703,240,0.04675505931612002,0.3541666666666667,0.16420595568007024,5,2,1,521,8,Need Attention,0.9118476727785614,0.09598396555563804,0.00013141755018748934,0.01737589305904644,0.04675505931612002,0.000322094166796002,True,False,False,False,False,False,True,False
CUST_00123,0.125,Other,2020-09-17,19,0.396951571743107,10965.341053456328,2022-05-23,Beauty,0.3648648648648649,66,0.4089323098394975,0.375,0.7309521560435394,2,2,4,224,8,Lost,0.4322990126939351,0.04322990126939351,0.0012467918972363919,0.0733992692101652,0.4089323098394975,0.0007375713062114327,True,False,False,False,False,False,False,True
CUST_00127,0.07142857142857145,Male,2020-10-12,2,0.9666319688068685,6476.013361007298,2023-12-22,Electronics,0.6689189189189189,63,0.005582693649685973,0.020833333333333332,0.43100902828235776,5,1,3,513,9,Need Attention,0.8222849083215796,0.5481899388810532,0.00038546285831637386,0.289444735127711,0.005582693649685973,2.4611994339506422e-05,False,False,True,False,False,False,True,False
CUST_00130,0.7142857142857142,Male,2020-03-03,25,0.35639827751172193,1961.088387979514,2022-05-26,Beauty,0.8378378378378378,584,0.4068387997208653,0.49999999999999994,0.12935568266118663,2,3,1,231,6,At Risk,0.5740479548660085,0.04415753498969296,0.00016553726788664277,0.009964840147460402,0.40683879972086523,0.0007309912228327407,True,False,False,False,False,False,True,False
CUST_00131,0.4821428571428571,Female,2021-11-17,28,0.5819043798967047,1692.1695915328394,2021-11-24,Clothing,0.14189189189189189,43,0.534542916957432,0.5624999999999999,0.11138855028729967,2,3,1,231,6,At Risk,0.004936530324400564,0.00034045036720003894,0.014797783425876973,0.007674017965987613,0.534542916957432,0.08535013235243563,False,True,False,False,False,True,False,False
CUST_00136,0.5892857142857143,Other,2021-09-30,30,0.541968594330267,12288.071253051594,2023-04-01,Electronics,0.45270270270270274,1215,0.19050942079553385,0.6041666666666666,0.8193270443187018,4,4,5,445,13,Champions,0.38645980253878703,0.024932890486373354,0.0015633311359660675,0.0530239609771861,0.19050942079553385,0.00131563449425139,False,False,True,False,False,False,False,True
CUST_00138,0.8392857142857142,Female,2023-01-20,40,0.6502539825531577,2930.92818129093,2023-01-20,Clothing,0.972972972972973,90,0.24005582693649685,0.8124999999999999,0.19415308685210084,3,4,1,341,8,Need Attention,0.0,0.0,0.2050808374063972,0.009436208485446858,0.24005582693649685,0.9756093368627317,False,True,False,False,False,True,False,False
CUST_00140,0.3928571428571428,Male,2021-04-20,38,0.0853563009190341,3234.022030489009,2021-12-19,Sports,0.26351351351351354,563,0.5170969993021634,0.7708333333333333,0.2144035393389082,2,4,2,242,8,At Risk,0.1713681241184767,0.008788108929152653,0.0009245925181417345,0.010970630317085726,0.5170969993021634,0.003781357270423331,False,False,False,False,True,False,True,False
CUST_00141,0.4107142857142857,Other,2020-02-22,22,0.2165500666926415,7801.327112428861,2021-03-14,Clothing,0.9662162162162162,1278,0.7124912770411723,0.4375,0.5195565300686292,1,3,3,133,7,At Risk,0.27221438645980256,0.023670816213895874,0.0014077005512939974,0.04535006527470143,0.7124912770411724,0.0013693606976291153,False,True,False,False,False,False,False,True
CUST_00142,0.6428571428571428,Other,2022-01-23,5,0.8446748093583092,10030.975004342734,2023-09-13,Beauty,0.9324324324324325,1131,0.07536636427076063,0.08333333333333333,0.6685248407650454,5,1,4,514,10,Potential Loyalists,0.4217207334273625,0.14057357780912083,0.0011689365869747646,0.22413193651753566,0.07536636427076064,0.00018640622289168278,True,False,False,False,False,False,False,True
CUST_00143,0.6071428571428571,Female,2021-04-30,48,0.6316975281402176,11997.369510443808,2021-10-12,Electronics,0.16891891891891891,1318,0.5645498953244941,0.9791666666666666,0.799904539236245,1,5,4,154,10,At Risk,0.11636107193229901,0.004749431507440776,0.0050542938774919164,0.0326932647157922,0.5645498953244941,0.007035533243013651,False,False,True,False,False,True,False,False
CUST_00146,0.375,Other,2021-02-12,13,0.20968907513932897,313.659245010398,2022-08-22,Clothing,0.6891891891891891,356,0.3454291695743196,0.24999999999999997,0.019286851923299986,3,2,1,321,6,Need Attention,0.3921015514809591,0.056014507354422725,3.656993211300582e-05,0.0028515846703577523,0.34542916957431963,0.0005520728096704147,False,True,False,False,False,False,False,True
CUST_00147,0.4642857142857143,Other,2022-10-27,26,0.19902155779188857,3436.7547698416947,2023-04-29,Home,0.8378378378378378,617,0.17096999302163293,0.5208333333333333,0.22794861693333632,4,3,2,432,9,Need Attention,0.12976022566995768,0.009611868568145015,0.0012970453561833787,0.01692227236226746,0.17096999302163293,0.0034106883534502225,False,False,False,True,False,False,False,True
CUST_00150,0.6071428571428571,Male,2022-04-14,48,0.6964073711676704,2202.4824706739487,2023-06-28,Sports,0.2972972972972973,584,0.12909979064898813,0.9791666666666666,0.14548382057996523,4,5,1,451,10,Need Attention,0.31029619181946405,0.012665150686508735,0.0003466288296402407,0.005876051233137218,0.12909979064898813,0.00263757742775339,False,False,False,False,True,False,True,False
CUST_00151,0.6428571428571428,Male,2022-05-25,23,0.23887414113500574,8706.836061452208,2022-10-14,Beauty,0.013513513513513514,1141,0.30844382414515,0.4583333333333333,0.5800558308531613,3,3,3,333,9,Need Attention,0.1001410437235543,0.00834508697696286,0.0042575655893993865,0.048515705669750823,0.30844382414515004,0.003905785163305188,True,False,False,False,False,False,True,False
CUST_00152,0.8214285714285714,Other,2021-01-01,48,0.11845784177541524,5768.226857179271,2022-02-13,Clothing,0.5337837837837838,367,0.4780181437543614,0.9791666666666666,0.3837200549016871,2,5,2,252,9,At Risk,0.28772919605077574,0.01174404881839901,0.0009840028508336471,0.0156386271617044,0.47801814375436147,0.0028452852854165375,False,True,False,False,False,False,False,True
CUST_00156,0.07142857142857145,Female,2021-01-14,27,0.2775774059448992,10209.05672307478,2022-05-09,Beauty,0.14189189189189189,1207,0.418702023726448,0.5416666666666666,0.6804229224763491,2,3,4,234,9,At Risk,0.3385049365303244,0.024178924037880314,0.0014823037272952506,0.04876045096998749,0.418702023726448,0.0013519338350030364,True,False,False,False,False,True,False,False
CUST_00158,0.9642857142857142,Male,2022-04-14,18,0.2504596207212252,2222.5095380428884,2023-08-08,Beauty,0.8040540540540541,1255,0.10048848569434751,0.3541666666666667,0.14682187866751079,5,2,1,521,8,Need Attention,0.3392101551480959,0.0357063321208522,0.00031981016405290984,0.015538717220567513,0.10048848569434751,0.0008936660119772642,True,False,False,False,False,False,True,False
CUST_00162,0.14285714285714285,Male,2020-12-31,29,0.1455806567564255,14750.84605426688,2022-01-05,Home,0.8108108108108109,950,0.5052337752965806,0.5833333333333333,0.9838711425564853,2,3,5,235,10,At Risk,0.2609308885754584,0.017395392571697227,0.002779242566052732,0.0658097678307965,0.5052337752965806,0.00188935916439732,False,False,False,True,False,False,True,False
CUST_00164,0.25,Other,2021-02-06,26,0.20738859785913907,10356.501656982922,2023-12-11,Beauty,0.8648648648648649,764,0.013258897418004185,0.5208333333333333,0.6902740845386184,5,3,4,534,12,Loyal Customers,0.7320169252468265,0.05422347594420937,0.0006946336101100343,0.05130471620292138,0.013258897418004185,0.0005931648287518002,True,False,False,False,False,False,False,True
CUST_00166,0.7321428571428572,Female,2021-06-04,41,0.6467588986742566,1014.801485162031,2021-09-24,Electronics,0.1283783783783784,1181,0.5771109560362875,0.8333333333333333,0.06613190555355467,1,5,1,151,7,At Risk,0.07898448519040903,0.0037611659614480487,0.00062555594926575,0.003087391896705773,0.5771109560362876,0.008832521005872427,False,False,True,False,False,True,False,False
CUST_00169,0.5535714285714286,Male,2020-07-28,9,0.7343455668464823,5317.025401125437,2020-08-20,Electronics,0.43243243243243246,902,0.8562456385205862,0.16666666666666666,0.3535741655279136,1,1,2,112,4,Lost,0.01622002820874471,0.003244005641748942,0.015499012261883105,0.07117703945699858,0.8562456385205861,0.009129310048471931,False,False,True,False,False,False,True,False
CUST_00172,0.9107142857142856,Male,2020-06-21,12,0.009800413460659834,2830.2143215351884,2021-07-02,Clothing,0.1283783783783784,280,0.6357292393579902,0.22916666666666666,0.18742414386251952,1,2,1,121,4,Lost,0.2651622002820874,0.040794184658782685,0.0005224627162664707,0.02905287537670595,0.6357292393579902,0.0007591720023602677,False,True,False,False,False,False,True,False
CUST_00173,0.5535714285714286,Other,2020-08-21,32,0.3384594527929409,11661.610656467736,2022-07-25,Beauty,0.5405405405405406,742,0.36496859734822046,0.6458333333333333,0.7774716566902721,3,4,4,344,11,Potential Loyalists,0.49576868829337095,0.03004658716929521,0.0011562426290585618,0.04725427717654914,0.36496859734822046,0.0010914778782357593,True,False,False,False,False,False,False,True
CUST_00177,0.3928571428571428,Female,2020-04-28,20,0.6328108597207511,5033.801423897144,2021-06-05,Clothing,0.3040540540540541,82,0.6545708304256804,0.3958333333333333,0.33465126851380117,1,2,2,122,5,Lost,0.2842031029619182,0.027066962186849352,0.0008690146616799354,0.0320037768841734,0.6545708304256804,0.0011902699431481875,False,True,False,False,False,True,False,False
CUST_00180,0.25,Other,2023-01-02,17,0.507729416628275,6713.217608626068,2023-03-22,Clothing,0.08108108108108109,196,0.19748778785764132,0.3333333333333333,0.4468572329185845,4,2,3,423,9,Need Attention,0.05571227080394922,0.006190252311549915,0.005868904623893363,0.04988030059356453,0.19748778785764132,0.005165827288665818,False,True,False,False,False,False,False,True
CUST_00182,0.5,Male,2020-11-19,38,0.9914113502485868,10848.355611536805,2021-07-06,Beauty,0.8310810810810811,151,0.6329378925331473,0.7708333333333333,0.7231360682558545,1,4,4,144,9,At Risk,0.1614950634696756,0.00828179812665003,0.0032975320443618026,0.03716316873746195,0.6329378925331473,0.0040125731077188895,True,False,False,False,False,False,True,False
CUST_00189,0.4821428571428571,Other,2020-12-04,44,0.12863211775645775,10796.679611208045,2021-07-18,Sports,0.35135135135135137,890,0.6245638520586183,0.8958333333333333,0.7196834663896851,1,5,4,154,10,At Risk,0.15937940761636107,0.007083529227393825,0.003325220188167361,0.03203347687248825,0.6245638520586183,0.004710517002127604,False,False,False,False,True,False,False,True
