customer_id,age,gender,registration_date,purchase_frequency,avg_order_value,total_spending,last_purchase_date,product_category,num_orders,customer_lifetime_days
CUST_00086,51.0,Male,2026-05-02,7,158.49263874207765,11079.088289587839,2027-06-13,Sports,81.0,801
CUST_00087,70.0,Male,2026-06-10,18,773.7095126792971,14840.730851262759,2027-11-16,Electronics,138.0,214
CUST_00088,26.0,Female,2027-03-07,20,867.5744706097914,8548.954858952067,2026-02-24,Clothing,15.0,1320
CUST_00089,52.0,Female,2027-02-27,5,449.67900751742314,14138.791096649353,2025-03-27,Beauty,103.0,284
CUST_00090,32.0,Other,2027-04-18,8,924.4588947036104,8751.553262186027,2028-10-20,Electronics,102.0,1386
CUST_00091,71.0,Other,2028-05-17,14,391.8884960646447,3137.923500330524,2026-04-07,Electronics,86.0,1034
CUST_00092,32.0,Female,2028-05-28,4,405.08059870237224,55.141151289811305,2027-12-10,Home,74.0,404
CUST_00093,25.0,Female,2025-12-02,47,817.7026775556037,9810.011367819967,2028-12-26,Clothing,92.0,786
CUST_00094,74.0,Male,2025-12-13,41,313.9991525738426,589.0075867873223,2027-02-14,Home,70.0,702
CUST_00095,31.0,Female,2026-01-24,34,636.3900084693171,3295.0210810553835,2028-12-20,Beauty,120.0,157
CUST_00096,40.0,Female,2028-04-19,13,395.5942644894101,2280.9681323490436,2025-01-13,Home,51.0,51
CUST_00097,38.0,Female,2027-04-28,11,372.63730829380296,5615.53657813311,2025-07-06,Beauty,75.0,218
CUST_00098,36.0,Other,2025-05-31,23,14.838452541192778,1673.2420899102224,2025-04-09,Home,77.0,850
CUST_00099,45.0,,2026-04-24,11,92.07916145691887,1027.0263534197175,2025-09-29,Electronics,75.0,776
CUST_00100,30.0,Female,2026-01-07,23,586.3199521979524,4756.035803592395,2027-12-21,Beauty,124.0,630
CUST_00101,44.0,Other,2026-07-08,29,912.6886592834804,12725.451172147776,2025-04-24,Clothing,122.0,1175
CUST_00102,27.0,Male,2027-05-31,29,942.6118548766639,14190.284566667546,2025-02-02,Home,56.0,101
CUST_00103,73.0,Female,2028-03-20,42,831.8394200388434,10786.084118799541,2027-03-29,Electronics,141.0,767
CUST_00104,69.0,Female,2027-03-23,49,757.9354711839554,14490.475949624077,2027-07-27,Beauty,125.0,356
CUST_00105,45.0,Male,2028-10-08,2,937.4733703923647,11873.266837316442,2026-01-13,Home,136.0,1074
CUST_00106,,Female,2025-11-07,6,568.4301647684208,6627.783416641456,2027-04-12,Home,99.0,1323
CUST_00107,,Male,2025-03-19,48,685.9712514310621,5030.866192186812,2026-10-05,Clothing,53.0,778
CUST_00108,48.0,Male,2027-07-30,22,73.1778785661878,5164.106786414118,2027-05-14,Electronics,71.0,809
CUST_00109,71.0,Male,2026-01-01,23,301.4122202946151,3949.6986033390854,2027-10-04,Clothing,15.0,317
CUST_00110,55.0,Male,2026-03-28,7,738.154298171891,14196.150438844266,2026-04-29,Beauty,50.0,864
CUST_00111,50.0,Female,2025-10-08,11,572.9258265268934,8607.720322766696,2026-06-12,Clothing,148.0,616
CUST_00112,69.0,Other,2026-09-29,5,224.00004797145863,10118.436136907763,2025-02-15,Home,13.0,903
CUST_00113,68.0,Other,2026-07-14,5,659.6245362455576,8423.316543088149,2027-06-24,Beauty,95.0,607
CUST_00114,38.0,Female,2028-03-29,28,894.7649292529211,13745.390367834869,2027-12-20,Clothing,66.0,1207
CUST_00115,59.0,Male,2028-10-07,23,47.19796724019168,5482.374628187444,2026-07-06,Beauty,61.0,1236
CUST_00116,73.0,Female,2028-01-22,48,913.63801156393,8407.676615870256,2028-11-06,Home,34.0,1066
CUST_00117,60.0,Male,2026-05-19,8,55.06903739003998,10364.273626411512,2025-04-06,Electronics,51.0,1059
CUST_00118,56.0,Male,2027-02-24,10,152.3413608844688,8621.105237756221,2027-05-29,Electronics,130.0,505
CUST_00119,32.0,Female,2026-06-29,1,674.404164605351,577.8453250557526,2028-09-24,Home,117.0,817
CUST_00120,73.0,Male,2025-05-01,37,958.9901524461408,1588.6311657477036,2027-06-28,Home,118.0,850
CUST_00121,65.0,Male,2027-07-21,27,198.30828101649502,9840.46677799222,2026-09-07,Sports,123.0,401
CUST_00122,61.0,Other,2025-12-13,1,278.88018538220655,13041.75049828211,2025-04-29,Sports,123.0,1173
CUST_00123,45.0,Male,2027-05-30,10,94.27899927718498,3117.753211854886,2027-07-20,Electronics,57.0,528
CUST_00124,30.0,Male,2026-12-03,47,36.478447271575554,14173.696529307255,2027-04-12,Beauty,54.0,934
CUST_00125,47.0,Male,2026-03-11,29,430.6732766345679,9335.91019455262,2027-05-19,Home,16.0,554
CUST_00126,63.0,Female,2026-03-05,43,228.9640821064913,5196.6473849560325,2028-05-22,Clothing,92.0,808
CUST_00127,25.0,Other,2027-10-06,28,908.9328946264229,8403.716216764757,2025-01-15,Home,14.0,919
CUST_00128,28.0,Female,2028-09-08,8,69.50320070026304,8807.498309798604,2028-06-09,Electronics,60.0,1039
CUST_00129,37.0,Other,2028-04-10,37,491.1283237083624,13143.835486459871,2028-12-27,Clothing,122.0,568
CUST_00130,22.0,Other,2028-04-14,6,181.35523526036636,13576.883006415275,2028-11-21,Beauty,142.0,54
CUST_00131,43.0,Female,2028-04-30,37,276.8240607791435,10891.575577749398,2027-05-12,Home,130.0,520
CUST_00132,70.0,Female,2025-02-07,28,211.49602464222036,4633.837931500804,2028-08-18,Clothing,49.0,293
CUST_00133,73.0,Male,2026-09-09,3,207.11822831331807,1780.3467200067732,2027-11-03,Clothing,127.0,1232
CUST_00134,52.0,Female,2025-03-10,48,610.7220509573838,1376.439211697911,2027-12-18,Sports,75.0,852
CUST_00135,34.0,Female,2028-03-06,37,887.6175482223299,5280.717227704467,2025-10-19,Beauty,79.0,25
CUST_00136,42.0,Other,2027-05-16,37,78.44446283551304,12537.539762935086,2026-04-02,Sports,27.0,559
CUST_00137,69.0,Male,2028-06-13,27,779.8929707432011,4607.391235184265,2025-08-23,Sports,100.0,371
CUST_00138,61.0,Male,2026-10-21,49,973.2128207903646,12260.060812736212,2026-07-21,Beauty,55.0,301
CUST_00139,42.0,Female,2026-01-18,36,357.1471686439147,12861.940100607726,2026-09-01,Clothing,24.0,1311
CUST_00140,59.0,Male,2026-06-27,37,615.6243172343375,10263.305956178374,2027-11-16,Home,18.0,1012
CUST_00141,55.0,Other,2025-10-18,40,387.36289159799884,10409.483633451178,2026-07-26,Clothing,60.0,528
CUST_00142,39.0,Male,2028-02-04,-41,717.4285365626716,10817.882590295512,2028-03-05,Sports,108.0,648
CUST_00143,55.0,Female,2028-02-25,49,593.5146098820095,8197.996479097637,2025-01-18,Clothing,11.0,1256
CUST_00144,49.0,Female,2025-08-26,14,975.4111836395401,3008.7779148947548,2026-05-19,Sports,103.0,469
CUST_00145,57.0,Female,2028-04-14,3,383.62055470233975,10531.36461548608,2028-01-23,Home,95.0,660
CUST_00146,49.0,Other,2026-07-01,47,134.53200798316269,4283.305030928557,2028-12-01,Sports,38.0,1262
CUST_00147,71.0,Other,2026-12-03,35,23.066301463656917,7017.571523544494,2026-07-29,Home,39.0,526
CUST_00148,61.0,Female,2026-12-08,31,412.47658293616416,3628.354041302424,2028-12-21,Electronics,27.0,1098
CUST_00149,22.0,Male,2027-01-01,29,565.6028795876716,11862.192192793877,2026-09-01,Sports,25.0,1014
CUST_00150,34.0,Female,2025-03-23,38,626.9886799856376,1702.1307548191699,2027-05-12,Clothing,84.0,262
CUST_00151,21.0,Female,2028-02-27,19,129.56683108128627,6074.985616160027,2025-02-09,Home,3.0,1304
CUST_00152,33.0,Male,2028-07-06,23,608.1091076203262,2827.0171194501727,2026-12-24,Clothing,76.0,765
CUST_00153,33.0,Male,2028-04-17,10,423.84808121100946,6809.827803562439,2027-05-25,Sports,123.0,628
CUST_00154,22.0,Female,2027-09-15,9,397.46515545818056,1143.8055139990759,2028-12-13,Electronics,48.0,742
CUST_00155,59.0,Female,2028-05-20,1,377.0866018030108,3648.2509621680383,2027-02-10,Sports,1.0,348
CUST_00156,24.0,Other,2026-06-12,27,574.6968216458829,11809.399109582624,2026-03-29,Sports,8.0,316
CUST_00157,48.0,Other,2026-08-19,38,687.8445103649517,2272.7151553969497,2026-10-21,Clothing,21.0,830
CUST_00158,20.0,Other,2026-02-05,34,391.12377695583257,5614.152834317435,2027-02-05,Sports,96.0,1378
CUST_00159,39.0,Other,2026-03-07,38,573.606089206498,9106.394975146059,2026-09-25,Electronics,64.0,505
CUST_00160,69.0,Male,2026-04-13,3,544.6385262650605,1041.0368549893074,2027-04-19,Sports,7.0,132
CUST_00161,44.0,Male,2026-10-17,9,532.3364016462609,310.8634670536021,2028-10-01,Beauty,14.0,933
CUST_00162,73.0,Female,2028-03-02,35,7.634677186053322,14624.638508590628,2026-11-29,Clothing,34.0,481
CUST_00163,37.0,Other,2028-05-18,31,801.5487842391734,13831.657886000163,2028-04-12,Clothing,11.0,1321
CUST_00164,20.0,Other,2025-08-13,8,581.6522670623654,12713.452323584848,2026-08-30,Home,40.0,1131
CUST_00165,27.0,Male,2025-08-14,3,740.5086326349532,964.7231441406727,2026-04-24,Sports,10.0,737
CUST_00166,24.0,Female,2027-12-10,36,342.0860753976661,10815.076719335528,2027-12-13,Beauty,133.0,548
CUST_00167,63.0,Male,2028-07-11,44,483.8498923269618,11387.003415881107,2025-06-25,Electronics,13.0,942
CUST_00168,68.0,Male,2028-01-14,46,919.6859559942735,4506.022909220967,2025-09-23,Clothing,26.0,283
CUST_00169,57.0,Male,2025-02-10,24,921.4256727921546,1470.7088285882312,2025-10-05,Home,92.0,359
CUST_00170,43.0,Other,2026-10-18,46,409.0034964609769,11479.260993911093,2026-07-15,Electronics,13.0,328
CUST_00171,74.0,Female,2027-08-26,-17,694.2652518608447,8842.860923370175,2025-07-08,Electronics,117.0,353
CUST_00172,35.0,Other,2025-01-11,36,903.8279867040711,4637.322988299409,2025-03-02,Beauty,97.0,195
CUST_00173,57.0,Other,2026-02-12,22,673.5567130805237,14972.094195626065,2028-12-29,Beauty,28.0,413
CUST_00174,31.0,Male,2025-10-01,48,811.2504427926513,7241.753698077852,2026-09-28,Electronics,109.0,1010
CUST_00175,25.0,Other,2025-12-14,24,8.106596608060217,7344.379813905039,2026-12-17,Clothing,83.0,885
CUST_00176,68.0,Male,2025-03-03,23,67.64229384675758,707.4185790067968,2025-02-02,Clothing,138.0,634
CUST_00177,50.0,Male,2028-06-14,10,726.7630156723826,7634.57662778966,2027-03-19,Beauty,91.0,694
CUST_00178,66.0,Female,2026-09-21,18,563.0923619132549,11591.443313517497,2027-09-21,Beauty,118.0,184
CUST_00179,71.0,Other,2025-09-14,28,173.73472122546985,7385.851805401515,2025-08-08,Electronics,9.0,137
CUST_00180,18.0,Other,2028-05-16,28,18.65869477286783,13864.811927709306,2028-01-01,Beauty,58.0,1297
CUST_00181,56.0,Other,2026-11-23,14,10.147880778861936,14646.482392794793,2027-03-15,Sports,84.0,415
CUST_00182,66.0,Female,2027-12-15,20,422.16191093256674,11527.088565973563,2027-12-10,Home,105.0,752
CUST_00183,21.0,Female,2025-10-14,33,960.6747227873225,12356.833727616568,2025-11-07,Electronics,57.0,438
CUST_00184,51.0,Male,2027-04-12,49,664.7102968837467,8428.519685433203,2027-09-08,Home,75.0,1064
CUST_00185,63.0,Male,2025-10-07,21,431.5815051494796,11422.328322952433,2025-10-09,Sports,98.0,238
CUST_00186,28.0,Other,2026-01-03,10,272.1197050702662,7808.808324574014,2027-07-24,Beauty,26.0,646
CUST_00187,31.0,Male,2028-08-14,16,910.8724381102078,11955.716278241425,2028-05-29,Sports,117.0,1031
CUST_00188,69.0,Other,2027-06-23,30,833.5754052395338,748.1901958371013,2026-01-18,Home,112.0,935
CUST_00189,70.0,Male,2027-10-14,2,505.02341904317933,4442.869988516733,2026-03-24,Clothing,50.0,1111
CUST_00190,61.0,Other,2026-01-25,38,444.33511442438527,9961.229358875216,2025-11-29,Electronics,82.0,651
CUST_00191,58.0,Female,2027-01-25,39,651.626637184462,7372.815373999966,2026-03-06,Clothing,63.0,921
CUST_00192,67.0,Other,2026-11-27,37,736.5533484833815,13531.037529683572,,Clothing,145.0,338
CUST_00193,63.0,Male,2026-06-12,37,913.4262197960893,2655.988974657564,2026-05-31,Clothing,76.0,565
CUST_00194,19.0,Male,2027-08-20,23,494.47709145152015,12732.905979644145,2028-03-25,Sports,91.0,1137
CUST_00195,70.0,Other,2026-09-05,38,279.6994759384314,5866.8185962669395,2027-11-04,Sports,119.0,351
CUST_00196,42.0,Male,2025-02-01,45,518.475081886792,6103.757544453943,2026-03-20,Sports,15.0,176
CUST_00197,40.0,Other,2028-02-29,26,571.9847034179766,14332.077182552592,2027-07-07,Electronics,132.0,1286
CUST_00198,66.0,Female,2028-10-26,40,595.1645962848098,1651.5858107480783,2025-06-29,Sports,80.0,1350
CUST_00199,42.0,Other,2028-09-22,26,47.171834532973065,1330.5920684183766,2028-09-20,Sports,82.0,1306
CUST_00200,47.0,Male,2027-07-09,45,570.2987613852194,510.902418206228,2026-11-22,Beauty,121.0,986
CUST_00201,28.0,Other,2028-08-09,45,666.7600241580041,7618.26105375526,2026-06-23,Clothing,34.0,925
CUST_00202,43.0,,2026-07-17,24,516.9138222992312,1346.8737020696922,2028-07-24,Clothing,138.0,1029
CUST_00203,60.0,Female,2026-04-29,30,905.2835614275722,5472.075349469666,2026-05-26,Beauty,70.0,703
CUST_00204,50.0,Female,2025-05-12,41,809.39072064663,9975.861637036156,2027-10-04,Clothing,147.0,84
CUST_00205,61.0,Female,2028-07-24,18,403.3176830541124,2250.619623600369,2026-12-12,Sports,104.0,749
CUST_00206,18.0,Other,2025-08-20,22,489.7727898535005,455.27060412535945,2028-02-20,Electronics,81.0,1373
CUST_00207,25.0,Female,2028-08-27,33,728.053071633845,11666.024104465396,2026-06-17,Clothing,12.0,1111
CUST_00208,24.0,Other,2027-12-06,25,206.80499483688803,4317.524610707506,2027-05-20,Electronics,77.0,966
CUST_00209,74.0,Male,2026-03-09,-43,943.6038095580263,9570.13438038313,2027-03-24,Sports,57.0,744
CUST_00210,61.0,Other,2025-08-16,33,670.9774554453248,12857.100581636898,2026-09-18,Clothing,136.0,260
CUST_00211,54.0,Other,2027-03-29,26,827.2472291060842,4131.162190540556,2028-06-20,Beauty,136.0,1225
CUST_00212,31.0,Male,2026-02-24,24,756.5078510757181,12412.712540279257,2028-04-28,Home,22.0,43
CUST_00213,50.0,Female,2027-10-24,10,491.36983026935593,5831.659756059453,2028-02-15,Beauty,101.0,206
CUST_00214,20.0,,2028-10-06,18,239.4697578437439,5997.477040921576,2027-04-12,Clothing,70.0,900
CUST_00215,18.0,Male,2025-12-10,8,34740.69660820911,8782.418572402294,2028-03-21,Home,72.0,468
CUST_00216,29.0,Male,2028-10-04,29,773.6218526738362,8326.425764350488,2028-12-20,Sports,,1017
CUST_00217,33.0,Other,2025-01-15,47,601.5884001253237,5291.3442643429125,2027-07-27,Beauty,17.0,684
CUST_00218,48.0,Male,2025-01-08,47,17.693122260636013,7403.930256431008,,Sports,132.0,1281
CUST_00219,28.0,Male,2026-12-23,19,75.55744506855714,8842.730300824996,2025-09-16,Home,48.0,773
CUST_00220,33.0,Female,2027-10-15,6,995.5980683870956,13856.021707733671,2026-04-27,Beauty,88.0,174
CUST_00221,51.0,Female,2025-04-18,30,267.3223209978079,7647.111228938668,2025-02-08,Electronics,35.0,1162
CUST_00222,38.0,Female,2027-01-11,36,800.4520814644272,4498.3305277584905,2025-03-21,Beauty,92.0,1013
CUST_00223,37.0,Female,2027-09-05,16,281.7245741707411,8286.070233552555,2027-12-09,Beauty,62.0,1171
CUST_00224,36.0,Other,2027-11-26,39,972.5112175301686,2331.4750075260954,2025-10-18,Clothing,146.0,247
CUST_00225,35.0,Other,2026-02-24,46,701.7507693586196,6144.097544608526,2027-08-06,Sports,,753
CUST_00226,46.0,Other,2026-09-22,24,547.6286967082727,8761.232480614033,2028-01-04,Electronics,36.0,549
CUST_00227,37.0,Other,2025-11-21,14,212.51079797198975,9684.788240945774,2027-01-27,Clothing,106.0,462
CUST_00228,39.0,Female,2027-03-10,11,705.5767390865203,5929.258272891442,2026-03-21,Electronics,74.0,1055
CUST_00229,45.0,Other,2026-09-02,10,329.9230408089993,7753.592044752821,2028-02-26,Beauty,89.0,1063
CUST_00230,54.0,Male,2025-01-17,41,227.97843401251254,13791.018448691755,,Electronics,13.0,8
CUST_00231,45.0,Female,2027-07-18,37,313.5458541429827,7530.5315565528945,2026-11-11,Home,16.0,386
CUST_00232,70.0,Other,2028-08-28,11,625.0962844616163,4061.0783761786884,2025-09-08,Electronics,51.0,868
CUST_00233,35.0,Other,2026-06-15,17,806.4547016103746,4666.9055124718725,2027-08-31,Electronics,126.0,1139
CUST_00234,33.0,Female,2027-02-17,12,523.0732341202663,9827.436418938756,2027-03-06,Electronics,49.0,1069
CUST_00235,56.0,Female,2025-04-13,10,564.6289283401096,10024.766783587835,2025-04-06,Clothing,9.0,796
CUST_00236,39.0,Other,2025-12-04,1,930.1893636345553,270.35314622093597,2028-03-02,Home,130.0,244
CUST_00237,35.0,Male,2025-06-30,8,904.0905153915274,13155.238041551058,2027-08-28,Home,139.0,1314
CUST_00238,49.0,Other,2026-07-24,28,149.11989921101463,8705.056164497415,2026-06-20,Electronics,22.0,482
CUST_00239,74.0,Female,2026-05-26,16,177.95226426892336,14917.766494192034,2026-06-30,Sports,78.0,905
CUST_00240,25.0,Male,2027-01-19,24,291.16051581233165,4883.024641574845,2026-10-10,Electronics,1.0,318
CUST_00241,61.0,Other,2026-04-03,29,12926.304478292146,9394.000463806233,2025-05-19,Home,104.0,887
CUST_00242,73.0,Male,2026-11-16,21,591.6273507692754,14841.603432047576,2027-06-25,Home,67.0,927
CUST_00243,40.0,Male,2025-04-08,42,397.9265568475654,8455.5636325948,2026-04-12,Electronics,35.0,1206
CUST_00244,44.0,Female,2026-05-26,33,386.39439665667635,13757.496451689576,2027-02-19,Sports,55.0,1243
CUST_00245,54.0,Other,2028-09-22,28,620.0549728021894,867.9018982873453,2028-06-16,Clothing,91.0,498
